District,Block,Month of Data Collection,Plantation Year,Tree Type,Tree species,Latitude,Longitude,GBH_cm,DBH_cm,Tree Height_foot,North South_Tree Crown Size_Foot,East West_Tree Crown Size_foot,Tree Crown_foot,tree_age_years,height_m,crown_m,_age_informative,true_dbh,pred_dbh,rel_err_pct,in_90,below_sapling_floor,co2_true,co2_pred
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336836,75.1062254,13.0,4.140127389,4.0,3.0,3.5,3.25,4.92,1.2192,0.9906,1.0,4.140127389,4.284794665027822,3.4942711282795758,True,True,8.544077200340189,9.252753740897779
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6316351,75.0206431,16.0,5.095541401,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0,5.095541401,4.73772626691119,-7.022122006870331,True,False,13.831680419711718,11.681959279421266
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873547,74.4249296,29.0,9.23566879,6.7,7.0,5.0,6.0,3.92,2.04216,1.8288000000000002,1.0,9.23566879,7.264708647522042,-21.34074085259567,True,False,54.96420382739869,31.493403492683957
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.638309,75.0193373,26.0,8.280254777,8.0,7.0,8.0,7.5,15.92,2.4384,2.286,1.0,8.280254776999998,8.666601344539863,4.665877777251702,True,False,42.66333031348004,47.42448593583716
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.638975,75.0193533,22.0,7.006369427,8.0,7.0,7.0,7.0,7.92,2.4384,2.1336,1.0,7.006369427,8.24511083574199,17.680218287781553,True,False,28.955909184533045,42.24440964835994
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732743,74.4245958,22.0,7.006369427,5.5,6.0,5.0,5.5,3.92,1.6764000000000001,1.6764000000000001,1.0,7.006369427,6.401970409113273,-8.626422345895618,True,False,28.955909184533045,23.487731125692015
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6934628,74.9257615,12.0,3.821656051,6.0,3.0,3.0,3.0,3.25,1.8288000000000002,0.9144000000000001,1.0,3.821656051,4.7206389751719025,23.523386515557004,True,True,7.09605670261685,11.584444078240166
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.6339526,75.1035372,31.0,9.872611465,8.0,12.0,10.0,11.0,6.92,2.4384,3.3528000000000002,1.0,9.872611464999999,10.299084767293857,4.319761836123863,True,False,64.16167838857679,70.7760298776732
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.53141,75.18927,21.0,6.687898089,8.0,7.0,8.0,7.5,6.92,2.4384,2.286,1.0,6.687898089,8.502915132829331,27.13882627509833,True,False,25.99353527108367,45.37229727977396
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336959,75.1029708,35.0,11.14649682,10.0,12.0,13.0,12.5,6.83,3.048,3.81,1.0,11.146496819999998,11.810342850753097,5.955647244809417,True,False,85.02652884565536,97.23942497961859
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735564,74.4248824,28.0,8.917197452,8.0,6.0,7.0,6.5,3.92,2.4384,1.9812,1.0,8.917197451999998,7.933697333977613,-11.029251323820358,True,False,50.66677000623624,38.63463625018034
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.9413813,74.4107553,9.0,2.866242038,5.0,2.5,2.5,2.5,3.92,1.524,0.762,1.0,2.8662420379999998,3.9437265296744712,37.592236712371864,False,True,3.6404846830585993,7.633032776077004
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.63811,75.0193067,19.0,6.050955414,5.0,6.0,6.0,6.0,15.92,1.524,1.8288000000000002,1.0,6.050955414,6.51938581890777,7.741428796913131,True,False,20.60748253890276,24.499254853834877
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6927983,74.9253046,30.0,9.554140127,11.0,6.0,6.0,6.0,3.25,3.3528000000000002,1.8288000000000002,1.0,9.554140127,8.483763195974857,-11.203278545185428,True,False,59.46177883303448,45.13555399376416
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.531275,75.1890783,18.0,5.732484076,6.0,6.0,7.0,6.5,6.92,1.8288000000000002,1.9812,1.0,5.732484076,7.240919680874407,26.313821109241697,True,False,18.178112970681806,31.254663233936732
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.63388,75.1057167,21.0,6.687898089,6.0,5.0,6.0,5.5,4.92,1.8288000000000002,1.6764000000000001,1.0,6.687898089,6.641132322117723,-0.6992595619720203,True,False,25.99353527108367,25.57379146622277
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336973,75.1033801,34.0,10.82802548,8.0,10.0,11.0,10.5,6.83,2.4384,3.2004,1.0,10.82802548,10.079707711407144,-6.910934684952892,True,False,79.49643881100387,67.32751537151196
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6337209,75.1031057,38.0,12.10191083,10.0,12.0,13.0,12.5,6.83,3.048,3.81,1.0,12.101910829999998,11.94665632065405,-1.2828925243861502,True,False,102.89979999652833,99.86307818264861
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733978,74.424701,14.0,4.458598726,7.0,5.0,6.0,5.5,3.92,2.1336,1.6764000000000001,1.0,4.458598726,6.97430266048691,56.42364538922874,False,True,10.146905811689306,28.649378386159693
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6940611,74.9259803,19.0,6.050955414,8.0,5.0,5.0,5.0,3.25,2.4384,1.524,1.0,6.050955414,6.913101188559253,14.2480933269566,True,False,20.60748253890276,28.069490512017264
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739709,74.4256946,17.0,5.414012739,5.0,5.0,6.5,5.75,3.92,1.524,1.7526000000000002,1.0,5.414012739,6.331509533114487,16.946705490832553,True,False,15.920550619963201,22.892341972879596
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6390314,75.0192279,20.0,6.369426752,6.0,7.0,6.0,6.5,15.92,1.8288000000000002,1.9812,1.0,6.369426752,7.221560450558691,13.378499066515229,True,False,23.21165870931023,31.061141224304304
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733266,74.4246558,13.0,4.140127389,7.0,5.0,5.0,5.0,3.92,2.1336,1.524,1.0,4.140127389,6.639699377417948,60.37427725192994,False,True,8.544077200340189,25.560991508010446
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6939309,74.9266451,13.0,4.140127389,7.0,3.0,3.0,3.0,3.25,2.1336,0.9144000000000001,1.0,4.140127389,4.89290055259283,18.18236718012327,True,True,8.544077200340189,12.588888646580049
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5314817,75.189525,22.0,7.006369427,8.0,8.0,9.0,8.5,6.92,2.4384,2.5908,1.0,7.006369427,9.17397762011986,30.93768057343203,True,False,28.955909184533045,54.116185769844634
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.63861,75.0192183,22.0,7.006369427,7.0,6.0,5.0,5.5,15.92,2.1336,1.6764000000000001,1.0,7.006369427,6.916749260710375,-1.2791241915429301,True,False,28.955909184533045,28.103867218055424
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7391743,74.105006,56.0,17.8343949,16.0,14.0,14.0,14.0,11.33,4.8768,4.2672,1.0,17.834394899999996,18.231528036418407,2.226782229759929,True,False,252.99550712018188,266.2581385221649
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.638585,75.0191867,19.0,6.050955414,5.0,5.0,5.0,5.0,15.92,1.524,1.524,1.0,6.050955414,5.990850272576514,-0.9933165477375875,True,False,20.60748253890276,20.135694335892545
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8742183,74.425818,13.0,4.140127389,5.0,4.0,4.0,4.0,3.92,1.524,1.2192,1.0,4.140127389,5.208529134530158,25.806011389137918,True,True,8.544077200340189,14.553665760978472
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731785,74.4251127,27.0,8.598726115,8.0,7.0,7.5,7.25,3.92,2.4384,2.2098,1.0,8.598726114999998,8.409861792603552,-2.196422119632149,True,False,46.56724222750842,44.22863354913913
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733557,74.4252415,24.0,7.643312102,7.5,7.25,7.5,7.375,3.92,2.286,2.2479,1.0,7.643312101999999,8.257580902505609,8.036683473187962,True,False,35.432897434458596,42.39278538082353
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729817,74.4251783,25.0,7.961783439,8.0,6.5,6.5,6.5,3.92,2.4384,1.9812,1.0,7.961783439,7.953046087465253,-0.10974113528318342,True,False,38.95268567407704,38.85358417885887
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739721,74.4255728,23.0,7.324840764,7.0,6.0,6.25,6.125,3.92,2.1336,1.8669,1.0,7.324840764,7.196177211486082,-1.756537195269445,True,False,32.101488156493836,30.80843665624899
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.692716,74.9253288,30.0,9.554140127,12.0,6.0,7.0,6.5,3.25,3.6576000000000004,1.9812,1.0,9.554140127,9.030495972068405,-5.480808821840253,True,False,59.46177883303448,52.17281734826154
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5716793,75.284796,16.0,5.095541401,5.0,4.0,3.0,3.5,1.92,1.524,1.0668,1.0,5.095541401,4.857408950782787,-4.673349335763999,True,False,13.831680419711718,12.378049108425257
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.633645,75.1030571,36.0,11.46496815,8.0,9.0,10.0,9.5,6.83,2.4384,2.8956,1.0,11.464968150000002,9.596577355114833,-16.29651971501699,True,False,90.76917493401163,60.07632311921016
Ahmednagar,Shrigonda,July 2023,2019.0,Fruit,Custard apple,18.7958507,74.463098,30.0,9.554140127,9.0,6.0,6.0,6.0,4.25,2.7432000000000003,1.8288000000000002,1.0,9.554140127,7.927261496436246,-17.027996333926435,True,False,59.46177883303448,38.561965156507874
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6387333,75.0194817,23.0,7.324840764,6.0,6.0,6.0,6.0,7.92,1.8288000000000002,1.8288000000000002,1.0,7.324840764,6.912282232470961,-5.632320821998953,True,False,32.101488156493836,28.0617765719561
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6382595,75.0192245,21.0,6.687898089,5.0,6.0,5.0,5.5,15.92,1.524,1.6764000000000001,1.0,6.687898089,6.248222069550059,-6.574203338611022,True,False,25.99353527108367,22.19976355766588
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6338217,75.10564,19.0,6.050955414,5.0,4.0,3.0,3.5,4.92,1.524,1.0668,1.0,6.050955414,4.828592566210466,-20.201154431932725,True,False,20.60748253890276,12.208352834797434
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731802,74.4251555,21.0,6.687898089,7.25,6.75,7.0,6.875,3.92,2.2098,2.0955,1.0,6.687898089,7.965845723605339,19.108359870304525,True,False,25.99353527108367,38.998810167397224
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6929695,74.925056,24.0,7.643312102,9.0,6.0,6.0,6.0,3.25,2.7432000000000003,1.8288000000000002,1.0,7.643312101999999,7.8710901370938595,2.9800959591099017,True,False,35.432897434458596,37.931001092446714
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6387817,75.019375,22.0,7.006369427,5.0,5.0,5.0,5.0,7.92,1.524,1.524,1.0,7.006369427,5.925907659146067,-15.421136140641202,True,False,28.955909184533045,19.632910687355743
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5315357,75.1896194,19.0,6.050955414,8.0,7.0,7.0,7.0,6.92,2.4384,2.1336,1.0,6.050955414,8.237039092070962,36.12790920609091,True,False,20.60748253890276,42.1485253653084
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6387731,75.0191524,19.0,6.050955414,5.0,5.0,7.0,6.0,15.92,1.524,1.8288000000000002,1.0,6.050955414,6.533319112506153,7.971694806907954,True,False,20.60748253890276,24.62090153671802
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6386583,75.0192317,24.0,7.643312102,5.0,6.0,6.0,6.0,15.92,1.524,1.8288000000000002,1.0,7.643312101999999,6.5028696555274745,-14.920788674508128,True,False,35.432897434458596,24.355501899523063
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6388367,75.019285,23.0,7.324840764,5.0,5.0,5.0,5.0,15.92,1.524,1.524,1.0,7.324840764,5.89911971848421,-19.46419166574787,True,False,32.101488156493836,19.427624329279556
Ahmednagar,Karjat,August 2023,2018.0,Fruit,Custard apple,18.6338125,75.1037019,33.0,10.50955414,8.0,8.0,8.0,8.0,5.33,2.4384,2.4384,1.0,10.50955414,8.924991748215415,-15.07735124322396,True,False,74.17694226985951,50.769574054851695
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.73886,74.1052867,27.0,8.598726115,6.0,6.0,6.0,6.0,11.33,1.8288000000000002,1.8288000000000002,1.0,8.598726114999998,8.676037362975073,0.8991011801179466,True,False,46.56724222750842,47.54436479007727
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734167,74.4254383,22.0,7.006369427,6.0,5.5,5.25,5.375,3.92,1.8288000000000002,1.6383,1.0,7.006369427,6.580212244842868,-6.082425236027052,True,False,28.955909184533045,25.03282956665704
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6338266,75.1031949,33.0,10.50955414,9.0,9.0,10.0,9.5,6.83,2.7432000000000003,2.8956,1.0,10.50955414,9.86341819610631,-6.1480814056084325,True,False,74.17694226985951,64.02315131753174
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.6333339,75.1034104,36.0,11.46496815,8.5,12.0,13.0,12.5,6.92,2.5908,3.81,1.0,11.464968150000002,11.187108879123535,-2.4235503076950744,True,False,90.76917493401163,85.7469766894507
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5313277,75.1889499,20.0,6.369426752,8.0,7.0,7.5,7.25,6.92,2.4384,2.2098,1.0,6.369426752,8.407523913633248,31.998125435594122,True,False,23.21165870931023,44.200113846998484
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6933728,74.9262098,10.0,3.184713376,5.0,3.0,3.0,3.0,3.25,1.524,0.9144000000000001,1.0,3.184713376,4.41071536092273,38.49646232410994,False,True,4.648540150229806,9.895877814573696
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6387886,75.0191385,18.0,5.732484076,4.0,4.0,4.0,4.0,15.92,1.2192,1.2192,1.0,5.732484076,4.847798726582227,-15.4328444298983,True,False,18.178112970681806,12.321307493809533
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.639004,75.0191902,6.0,1.910828025,6.0,5.0,6.0,5.5,15.92,1.8288000000000002,1.6764000000000001,1.0,1.910828025,6.634694873528182,247.21569846811212,False,True,1.421109317670866,25.516316749262334
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736797,74.4255302,28.0,8.917197452,6.0,6.0,6.25,6.125,3.92,1.8288000000000002,1.8669,1.0,8.917197451999998,7.087096764346199,-20.52327199778821,True,False,50.66677000623624,29.735823535289967
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734403,74.4247592,26.0,8.280254777,6.0,5.0,5.8,5.4,3.92,1.8288000000000002,1.6459200000000003,1.0,8.280254776999998,6.4524499530503086,-22.074258258656116,True,False,42.66333031348004,23.919634852897463
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.9413767,74.4107667,13.0,4.140127389,7.0,3.5,4.0,3.75,3.92,2.1336,1.143,1.0,4.140127389,5.595777861432729,35.15955756096492,True,True,8.544077200340189,17.188170393511076
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6937063,74.9268272,12.0,3.821656051,6.0,5.0,4.0,4.5,3.25,1.8288000000000002,1.3716000000000002,1.0,3.821656051,5.915381806508082,54.785823935155626,False,True,7.09605670261685,19.552100568174357
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6314588,75.0205971,13.0,4.140127389,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0,4.140127389,4.4143134381427975,6.622647647782261,True,True,8.544077200340189,9.914616431741077
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.638925,75.0190933,21.0,6.687898089,6.0,5.0,6.0,5.5,15.92,1.8288000000000002,1.6764000000000001,1.0,6.687898089,6.649548598506998,-0.5734161911958219,True,False,25.99353527108367,25.649044516436152
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734836,74.4253608,22.0,7.006369427,6.0,5.5,5.75,5.625,3.92,1.8288000000000002,1.7145000000000001,1.0,7.006369427,6.696443555814092,-4.423487434042038,True,False,28.955909184533045,26.070655022863143
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6384533,75.019345,22.0,7.006369427,7.0,6.0,6.0,6.0,15.92,2.1336,1.8288000000000002,1.0,7.006369427,7.367164856233012,5.149534762506781,True,False,28.955909184533045,32.53346125300819
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6315696,75.0207405,20.0,6.369426752,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0,6.369426752,5.534073943103394,-13.115039098837352,True,False,23.21165870931023,16.751653126418564
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5715774,75.2848425,25.0,7.961783439,8.0,6.0,5.0,5.5,1.92,2.4384,1.6764000000000001,1.0,7.961783439,7.245320552364503,-8.998773856696172,True,False,38.95268567407704,31.298751391676028
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.571306,75.2844237,18.0,5.732484076,7.0,5.0,6.0,5.5,1.92,2.1336,1.6764000000000001,1.0,5.732484076,6.962200082108407,21.451712552623004,True,False,18.178112970681806,28.534170367031773
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6335633,75.103075,34.0,10.82802548,7.0,9.0,8.0,8.5,6.83,2.1336,2.5908,1.0,10.82802548,8.701275049825247,-19.641165733336948,True,False,79.49643881100387,47.86584068662555
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5713033,75.2846533,24.0,7.643312102,8.0,8.0,7.0,7.5,1.92,2.4384,2.286,1.0,7.643312101999999,8.460941336807563,10.697315821940824,True,False,35.432897434458596,44.85436538858008
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6382783,75.0192217,24.0,7.643312102,6.0,5.0,6.0,5.5,15.92,1.8288000000000002,1.6764000000000001,1.0,7.643312101999999,6.5861698632922545,-13.830944289598303,True,False,35.432897434458596,25.085442216158953
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.692833,74.9249462,26.0,8.280254777,10.0,6.0,6.0,6.0,3.25,3.048,1.8288000000000002,1.0,8.280254776999998,8.28698206171664,0.08124490004014351,True,False,42.66333031348004,42.743788766985546
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738325,74.425423,20.0,6.369426752,6.0,6.0,5.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0,6.369426752,6.585304636647194,3.3892827887440395,True,False,23.21165870931023,25.077797364763015
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873265,74.4254367,24.0,7.643312102,5.5,5.0,5.5,5.25,3.92,1.6764000000000001,1.6002,1.0,7.643312101999999,6.263268564246775,-18.055569618727375,True,False,35.432897434458596,22.323987438813923
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7930582,74.468965,14.0,4.458598726,4.0,3.0,2.0,2.5,2.25,1.2192,0.762,1.0,4.458598726,3.7111033209341797,-16.765254085478787,True,True,10.146905811689306,6.628884253959959
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6315894,75.0205774,16.0,5.095541401,6.0,5.0,4.0,4.5,4.25,1.8288000000000002,1.3716000000000002,1.0,5.095541401,5.912172671402634,16.026388682513105,True,False,13.831680419711718,19.527500794726684
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.63864,75.0192817,21.0,6.687898089,6.0,6.0,7.0,6.5,15.92,1.8288000000000002,1.9812,1.0,6.687898089,7.251827272469432,8.43208398161691,True,False,25.99353527108367,31.36400084552944
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5313299,75.1886738,19.0,6.050955414,7.0,8.0,7.0,7.5,6.92,2.1336,2.286,1.0,6.050955414,8.129252797459602,34.34659886356257,True,False,20.60748253890276,40.879994569328794
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734875,74.4248959,27.0,8.598726115,6.0,6.5,5.0,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0,8.598726114999998,6.728080739249697,-21.754912887469043,True,False,46.56724222750842,26.357301294753196
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7390104,74.1054012,45.0,14.33121019,11.0,10.0,11.0,10.5,11.33,3.3528000000000002,3.2004,1.0,14.331210190000002,14.235629062869885,-0.6669438649138759,True,False,152.32444983101988,149.97788616158567
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733384,74.4246389,23.0,7.324840764,6.0,4.8,6.0,5.4,3.92,1.8288000000000002,1.6459200000000003,1.0,7.324840764,6.574263236116172,-10.247014946355604,True,False,32.101488156493836,24.9803556549801
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.53128,75.1885133,22.0,7.006369427,8.0,7.0,9.0,8.0,6.92,2.4384,2.4384,1.0,7.006369427,8.793803063025022,25.511552804179903,True,False,28.955909184533045,49.055013089433864
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6382683,75.01935,20.0,6.369426752,5.0,6.0,6.0,6.0,15.92,1.524,1.8288000000000002,1.0,6.369426752,6.5281862472196295,2.4925240747886637,True,False,23.21165870931023,24.576048412502427
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6338868,75.1033065,38.0,12.10191083,9.0,12.0,13.0,12.5,6.83,2.7432000000000003,3.81,1.0,12.101910829999998,11.41468591137003,-5.678648010910582,True,False,102.89979999652833,89.84828061933784
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7387807,74.1054392,43.0,13.69426752,12.0,12.0,12.0,12.0,11.33,3.6576000000000004,3.6576000000000004,1.0,13.694267520000002,15.20494394003484,11.031451063947356,True,False,137.0766251757135,174.74234510829007
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.9410578,74.4110644,10.0,3.184713376,4.0,3.0,3.0,3.0,3.92,1.2192,0.9144000000000001,1.0,3.184713376,4.141880317126671,30.055041949453955,True,True,4.648540150229806,8.552472281583142
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5314167,75.1886619,19.0,6.050955414,7.0,8.0,7.5,7.75,6.92,2.1336,2.3622,1.0,6.050955414,8.192597322761046,35.39345049223075,True,False,20.60748253890276,41.62282022638642
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5314662,75.1891917,20.0,6.369426752,7.0,7.0,6.0,6.5,6.92,2.1336,1.9812,1.0,6.369426752,7.517071835005073,18.01802780202649,True,False,23.21165870931023,34.08994927364741
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6388767,75.0193583,27.0,8.598726115,8.0,7.0,8.0,7.5,7.92,2.4384,2.286,1.0,8.598726114999998,8.54007344707971,-0.682108804674823,True,False,46.56724222750842,45.83363429662465
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.633385,75.1032483,31.0,9.872611465,7.0,9.0,8.0,8.5,6.83,2.1336,2.5908,1.0,9.872611464999999,8.64853265200185,-12.398733783231583,True,False,64.16167838857679,47.19541465056381
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.638695,75.01936,21.0,6.687898089,6.0,6.0,6.0,6.0,15.92,1.8288000000000002,1.8288000000000002,1.0,6.687898089,6.8921007423554,3.053315864535454,True,False,25.99353527108367,27.872063395984316
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6938645,74.9264484,10.0,3.184713376,4.0,2.0,2.0,2.0,3.25,1.2192,0.6096,1.0,3.184713376,3.230096354633293,1.4250255289942018,True,True,4.648540150229806,4.803671251702058
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6317289,75.0207877,14.0,4.458598726,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0,4.458598726,4.39122908076241,-1.5110049003676544,True,True,10.146905811689306,9.794744408324403
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6338503,75.105857,19.0,6.050955414,5.0,5.0,5.0,5.0,4.92,1.524,1.524,1.0,6.050955414,5.890514814617822,-2.651492010847893,True,False,20.60748253890276,19.361942044451652
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6389567,75.0194,27.0,8.598726115,8.0,7.0,8.0,7.5,7.92,2.4384,2.286,1.0,8.598726114999998,8.548104342820174,-0.5887124616228537,True,False,46.56724222750842,45.93369053007897
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6382727,75.0193495,20.0,6.369426752,5.0,6.0,5.0,5.5,15.92,1.524,1.6764000000000001,1.0,6.369426752,6.265608569233485,-1.6299454693299724,True,False,23.21165870931023,22.343341966733746
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6388745,75.019279,26.0,8.280254777,7.0,6.0,7.0,6.5,15.92,2.1336,1.9812,1.0,8.280254776999998,7.680879324612472,-7.2386112327413725,True,False,42.66333031348004,35.83824673033171
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.53144,75.1889683,23.0,7.324840764,7.0,6.0,7.0,6.5,6.92,2.1336,1.9812,1.0,7.324840764,7.597810794435924,3.7266343287285135,True,False,32.101488156493836,34.945449422038685
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6335949,75.1032392,34.0,10.82802548,8.0,9.0,8.0,8.5,6.83,2.4384,2.5908,1.0,10.82802548,9.129871063775381,-15.682955487694509,True,False,79.49643881100387,53.514484290214604
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.63826,75.01908,17.0,5.414012739,4.0,4.0,4.0,4.0,15.92,1.2192,1.2192,1.0,5.414012739,4.891956075407673,-9.642693668444412,True,False,15.920550619963201,12.583251684307367
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6339183,75.106305,22.0,7.006369427,5.5,5.0,6.0,5.5,4.92,1.6764000000000001,1.6764000000000001,1.0,7.006369427,6.430644271919078,-8.217168122227273,True,False,28.955909184533045,23.73251574130316
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6928752,74.9249702,32.0,10.1910828,10.0,5.0,5.0,5.0,3.25,3.048,1.524,1.0,10.191082800000002,7.500211140171582,-26.40417816866741,True,False,69.06603681083587,33.912816930328155
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739324,74.4253767,23.0,7.324840764,5.5,4.75,5.0,4.875,3.92,1.6764000000000001,1.4859,1.0,7.324840764,6.08321033753653,-16.950954518572118,True,False,32.101488156493836,20.86322985905176
